<ㄱㅐ:ABU>,1
<ㄲㅏ:ABU>,1
<ㄲㅑ:ABU>,1
<ㄲㅣ:ABU>,1
<ㅅㅂㄹㅁ:ABU>,1
<ㅅㅐ:ABU>,1
<ㅆㅂㄹㅁ:ABU>,1
<ㅆㅍ:ABU>,1
<ㅆㅣ:ABU>,1
<ㅆ앙:ABU>,1
<ㅍㅏ:ABU>,1
<凸:ABU>,1
<갈보:ABU>,1
<갈보년:ABU>,1
<강아지:ABU>,1
<같은년:ABU>,1
<같은뇬:ABU>,1
<색스:ABU>,1
<개같은:ABU>,1
<개구라:ABU>,1
<개년:ABU>,1
<개놈:ABU>,1
<개뇬:ABU>,1
<개대중:ABU>,1
<개독:ABU>,1
<개돼중:ABU>,1
<개랄:ABU>,1
<개보지:ABU>,1
<개뻥:ABU>,1
<개뿔:ABU>,1
<개새:ABU>,1
<개새기:ABU>,1
<개새끼:ABU>,1
<개새키:ABU>,1
<개색기:ABU>,1
<개색끼:ABU>,1
<개색키:ABU>,1
<개색히:ABU>,1
<개섀끼:ABU>,1
<개세:ABU>,1
<개세끼:ABU>,1
<개세이:ABU>,1
<개소리:ABU>,1
<개쑈:ABU>,1
<개쇳기:ABU>,1
<개수작:ABU>,1
<개쉐:ABU>,1
<개쉐리:ABU>,1
<개쉐이:ABU>,1
<개쉑:ABU>,1
<개쉽:ABU>,1
<개스끼:ABU>,1
<개시키:ABU>,1
<개십새기:ABU>,1
<개십새끼:ABU>,1
<개�q:ABU>,1
<개씹:ABU>,1
<개아들:ABU>,1
<개자슥:ABU>,1
<개자지:ABU>,1
<개접:ABU>,1
<개좆:ABU>,1
<개좌식:ABU>,1
<개허접:ABU>,1
<걔새:ABU>,1
<걔수작:ABU>,1
<걔시끼:ABU>,1
<걔시키:ABU>,1
<걔�y:ABU>,1
<걸레:ABU>,1
<게색기:ABU>,1
<게색끼:ABU>,1
<광뇬:ABU>,1
<구녕:ABU>,1
<구라:ABU>,1
<구멍:ABU>,1
<그년:ABU>,1
<그새끼:ABU>,1
<냄비:ABU>,1
<놈현:ABU>,1
<뇬:ABU>,1
<눈깔:ABU>,1
<뉘미럴:ABU>,1
<니귀미:ABU>,1
<니기미:ABU>,1
<니미:ABU>,1
<니미랄:ABU>,1
<니미럴:ABU>,1
<니미씹:ABU>,1
<니아배:ABU>,1
<니아베:ABU>,1
<니아비:ABU>,1
<니어매:ABU>,1
<니어메:ABU>,1
<니어미:ABU>,1
<닝기리:ABU>,1
<닝기미:ABU>,1
<대가리:ABU>,1
<뎡신:ABU>,1
<도라이:ABU>,1
<돈놈:ABU>,1
<돌아이:ABU>,1
<돌은놈:ABU>,1
<되질래:ABU>,1
<뒈져:ABU>,1
<뒈져라:ABU>,1
<뒈진:ABU>,1
<뒈진다:ABU>,1
<뒈질:ABU>,1
<뒤질래:ABU>,1
<등신:ABU>,1
<디져라:ABU>,1
<디진다:ABU>,1
<디질래:ABU>,1
<딩시:ABU>,1
<따식:ABU>,1
<때놈:ABU>,1
<또라이:ABU>,1
<똘아이:ABU>,1
<똘아이:ABU>,1
<뙈놈:ABU>,1
<뙤놈:ABU>,1
<뙨넘:ABU>,1
<뙨놈:ABU>,1
<뚜쟁:ABU>,1
<띠바:ABU>,1
<띠발:ABU>,1
<띠불:ABU>,1
<띠팔:ABU>,1
<메친넘:ABU>,1
<메친놈:ABU>,1
<미췬:ABU>,1
<미췬:ABU>,1
<미친:ABU>,1
<미친넘:ABU>,1
<미친년:ABU>,1
<미친놈:ABU>,1
<미친새끼:ABU>,1
<미친스까이:ABU>,1
<미틴:ABU>,1
<미틴넘:ABU>,1
<미틴년:ABU>,1
<미틴놈:ABU>,1
<바랄년:ABU>,1
<병자:ABU>,1
<뱅마:ABU>,1
<뱅신:ABU>,1
<벼엉신:ABU>,1
<병쉰:ABU>,1
<병신:ABU>,1
<부랄:ABU>,1
<부럴:ABU>,1
<불알:ABU>,1
<불할:ABU>,1
<붕가:ABU>,1
<붙어먹:ABU>,1
<뷰웅:ABU>,1
<븅:ABU>,1
<븅신:ABU>,1
<빌어먹:ABU>,1
<빙시:ABU>,1
<빙신:ABU>,1
<빠가:ABU>,1
<빠구리:ABU>,1
<빠굴:ABU>,1
<빠큐:ABU>,1
<뻐큐:ABU>,1
<뻑큐:ABU>,1
<뽁큐:ABU>,1
<상넘이:ABU>,1
<상놈을:ABU>,1
<상놈의:ABU>,1
<상놈이:ABU>,1
<새갸:ABU>,1
<새꺄:ABU>,1
<새끼:ABU>,1
<새새끼:ABU>,1
<새키:ABU>,1
<색끼:ABU>,1
<생쑈:ABU>,1
<세갸:ABU>,1
<세꺄:ABU>,1
<세끼:ABU>,1
<섹스:ABU>,1
<쇼하네:ABU>,1
<쉐:ABU>,1
<쉐기:ABU>,1
<쉐끼:ABU>,1
<쉐리:ABU>,1
<쉐에기:ABU>,1
<쉐키:ABU>,1
<쉑:ABU>,1
<쉬발:ABU>,1
<쉬밸:ABU>,1
<쉬벌:ABU>,1
<쉬뻘:ABU>,1
<쉬펄:ABU>,1
<쉽알:ABU>,1
<스패킹:ABU>,1
<스팽:ABU>,1
<시궁창:ABU>,1
<시끼:ABU>,1
<시댕:ABU>,1
<시뎅:ABU>,1
<시랄:ABU>,1
<시발:ABU>,1
<시벌:ABU>,1
<시부랄:ABU>,1
<시부럴:ABU>,1
<시부리:ABU>,1
<시불:ABU>,1
<시브랄:ABU>,1
<시팍:ABU>,1
<시팔:ABU>,1
<시펄:ABU>,1
<신발끈:ABU>,1
<심발끈:ABU>,1
<심탱:ABU>,1
<십8:ABU>,1
<십라:ABU>,1
<십새:ABU>,1
<십새끼:ABU>,1
